Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,7825129,-,b'Victoria',b'Australia',-37.84,145.03,10,40,10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Clearsky GHI
2020,4,2,20,30,0
2020,4,2,21,0,0
2020,4,2,21,30,0
2020,4,2,22,0,0
2020,4,2,22,30,0
2020,4,2,23,0,0
2020,4,2,23,30,0
2020,4,3,0,0,0
2020,4,3,0,30,0
2020,4,3,1,0,0
2020,4,3,1,30,0
2020,4,3,2,0,0
2020,4,3,2,30,0
2020,4,3,3,0,0
2020,4,3,3,30,0
2020,4,3,4,0,0
2020,4,3,4,30,0
2020,4,3,5,0,0
2020,4,3,5,30,0
2020,4,3,6,0,0
2020,4,3,6,30,0
2020,4,3,7,0,41
2020,4,3,7,30,123
2020,4,3,8,0,216
2020,4,3,8,30,313
2020,4,3,9,0,403
2020,4,3,9,30,489
2020,4,3,10,0,561
2020,4,3,10,30,624
2020,4,3,11,0,671
2020,4,3,11,30,707
2020,4,3,12,0,726
2020,4,3,12,30,729
2020,4,3,13,0,718
2020,4,3,13,30,691
2020,4,3,14,0,649
2020,4,3,14,30,591
2020,4,3,15,0,521
2020,4,3,15,30,442
2020,4,3,16,0,356
2020,4,3,16,30,261
2020,4,3,17,0,166
2020,4,3,17,30,78
2020,4,3,18,0,14
2020,4,3,18,30,0
2020,4,3,19,0,0
2020,4,3,19,30,0
2020,4,3,20,0,0
2020,4,3,20,30,0
2020,4,3,21,0,0
2020,4,3,21,30,0
2020,4,3,22,0,0
2020,4,3,22,30,0
2020,4,3,23,0,0
2020,4,3,23,30,0
2020,4,4,0,0,0
2020,4,4,0,30,0
2020,4,4,1,0,0
2020,4,4,1,30,0
2020,4,4,2,0,0
2020,4,4,2,30,0
2020,4,4,3,0,0
2020,4,4,3,30,0
2020,4,4,4,0,0
2020,4,4,4,30,0
2020,4,4,5,0,0
2020,4,4,5,30,0
2020,4,4,6,0,0
2020,4,4,6,30,0
2020,4,4,7,0,36
2020,4,4,7,30,114
2020,4,4,8,0,200
2020,4,4,8,30,294
2020,4,4,9,0,388
2020,4,4,9,30,474
2020,4,4,10,0,562
2020,4,4,10,30,628
2020,4,4,11,0,680
2020,4,4,11,30,714
2020,4,4,12,0,722
2020,4,4,12,30,726
2020,4,4,13,0,699
2020,4,4,13,30,672
2020,4,4,14,0,639
2020,4,4,14,30,581
2020,4,4,15,0,520
2020,4,4,15,30,438
2020,4,4,16,0,351
2020,4,4,16,30,257
2020,4,4,17,0,161
2020,4,4,17,30,73
2020,4,4,18,0,11
2020,4,4,18,30,0
2020,4,4,19,0,0
2020,4,4,19,30,0
2020,4,4,20,0,0
2020,4,4,20,30,0
2020,4,4,21,0,0
2020,4,4,21,30,0
2020,4,4,22,0,0
2020,4,4,22,30,0
2020,4,4,23,0,0
2020,4,4,23,30,0
2020,4,5,0,0,0
2020,4,5,0,30,0
2020,4,5,1,0,0
2020,4,5,1,30,0
2020,4,5,2,0,0
2020,4,5,2,30,0
2020,4,5,3,0,0
2020,4,5,3,30,0
2020,4,5,4,0,0
2020,4,5,4,30,0
2020,4,5,5,0,0
2020,4,5,5,30,0
2020,4,5,6,0,0
2020,4,5,6,30,0
2020,4,5,7,0,36
2020,4,5,7,30,114
2020,4,5,8,0,207
2020,4,5,8,30,302
2020,4,5,9,0,392
2020,4,5,9,30,477
2020,4,5,10,0,552
2020,4,5,10,30,615
2020,4,5,11,0,666
2020,4,5,11,30,701
2020,4,5,12,0,714
2020,4,5,12,30,718
2020,4,5,13,0,690
2020,4,5,13,30,661
2020,4,5,14,0,613
2020,4,5,14,30,557
2020,4,5,15,0,490
2020,4,5,15,30,412
2020,4,5,16,0,327
2020,4,5,16,30,235
2020,4,5,17,0,147
2020,4,5,17,30,64
2020,4,5,18,0,0
2020,4,5,18,30,0
2020,4,5,19,0,0
2020,4,5,19,30,0
2020,4,5,20,0,0
2020,4,5,20,30,0
2020,4,5,21,0,0
2020,4,5,21,30,0
2020,4,5,22,0,0
2020,4,5,22,30,0
2020,4,5,23,0,0
2020,4,5,23,30,0
2020,4,6,0,0,0
2020,4,6,0,30,0
2020,4,6,1,0,0
2020,4,6,1,30,0
2020,4,6,2,0,0
2020,4,6,2,30,0
2020,4,6,3,0,0
2020,4,6,3,30,0
2020,4,6,4,0,0
2020,4,6,4,30,0
2020,4,6,5,0,0
2020,4,6,5,30,0
2020,4,6,6,0,0
2020,4,6,6,30,0
2020,4,6,7,0,36
2020,4,6,7,30,116
2020,4,6,8,0,215
2020,4,6,8,30,314
2020,4,6,9,0,409
2020,4,6,9,30,497
2020,4,6,10,0,568
2020,4,6,10,30,630
2020,4,6,11,0,682
2020,4,6,11,30,718
2020,4,6,12,0,740
2020,4,6,12,30,744
2020,4,6,13,0,734
2020,4,6,13,30,706
2020,4,6,14,0,664
2020,4,6,14,30,605
2020,4,6,15,0,533
2020,4,6,15,30,451
2020,4,6,16,0,359
2020,4,6,16,30,262
2020,4,6,17,0,164
2020,4,6,17,30,72
2020,4,6,18,0,0
2020,4,6,18,30,0
2020,4,6,19,0,0
2020,4,6,19,30,0
2020,4,6,20,0,0
2020,4,6,20,30,0
2020,4,6,21,0,0
2020,4,6,21,30,0
2020,4,6,22,0,0
2020,4,6,22,30,0
2020,4,6,23,0,0
2020,4,6,23,30,0
2020,4,7,0,0,0
2020,4,7,0,30,0
2020,4,7,1,0,0
2020,4,7,1,30,0
2020,4,7,2,0,0
2020,4,7,2,30,0
2020,4,7,3,0,0
2020,4,7,3,30,0
2020,4,7,4,0,0
2020,4,7,4,30,0
2020,4,7,5,0,0
2020,4,7,5,30,0
2020,4,7,6,0,0
2020,4,7,6,30,0
2020,4,7,7,0,36
2020,4,7,7,30,118
2020,4,7,8,0,213
2020,4,7,8,30,311
2020,4,7,9,0,403
2020,4,7,9,30,489
2020,4,7,10,0,560
2020,4,7,10,30,622
2020,4,7,11,0,670
2020,4,7,11,30,706
2020,4,7,12,0,723
2020,4,7,12,30,727
2020,4,7,13,0,710
2020,4,7,13,30,680
2020,4,7,14,0,637
2020,4,7,14,30,579
2020,4,7,15,0,510
2020,4,7,15,30,428
2020,4,7,16,0,338
2020,4,7,16,30,244
2020,4,7,17,0,149
2020,4,7,17,30,63
2020,4,7,18,0,0
2020,4,7,18,30,0
2020,4,7,19,0,0
2020,4,7,19,30,0
2020,4,7,20,0,0
2020,4,7,20,30,0
2020,4,7,21,0,0
2020,4,7,21,30,0
2020,4,7,22,0,0
2020,4,7,22,30,0
2020,4,7,23,0,0
2020,4,7,23,30,0
2020,4,8,0,0,0
2020,4,8,0,30,0
2020,4,8,1,0,0
2020,4,8,1,30,0
2020,4,8,2,0,0
2020,4,8,2,30,0
2020,4,8,3,0,0
2020,4,8,3,30,0
2020,4,8,4,0,0
2020,4,8,4,30,0
2020,4,8,5,0,0
2020,4,8,5,30,0
2020,4,8,6,0,0
2020,4,8,6,30,0
2020,4,8,7,0,31
2020,4,8,7,30,109
2020,4,8,8,0,202
2020,4,8,8,30,297
2020,4,8,9,0,390
2020,4,8,9,30,475
2020,4,8,10,0,548
2020,4,8,10,30,610
2020,4,8,11,0,660
2020,4,8,11,30,695
2020,4,8,12,0,714
2020,4,8,12,30,718
2020,4,8,13,0,705
2020,4,8,13,30,677
2020,4,8,14,0,633
2020,4,8,14,30,576
2020,4,8,15,0,506
2020,4,8,15,30,425
2020,4,8,16,0,335
2020,4,8,16,30,241
2020,4,8,17,0,146
2020,4,8,17,30,61
2020,4,8,18,0,0
2020,4,8,18,30,0
2020,4,8,19,0,0
2020,4,8,19,30,0
2020,4,8,20,0,0
2020,4,8,20,30,0
2020,4,8,21,0,0
2020,4,8,21,30,0
2020,4,8,22,0,0
2020,4,8,22,30,0
2020,4,8,23,0,0
2020,4,8,23,30,0
2020,4,9,0,0,0
2020,4,9,0,30,0
2020,4,9,1,0,0
2020,4,9,1,30,0
2020,4,9,2,0,0
2020,4,9,2,30,0
2020,4,9,3,0,0
2020,4,9,3,30,0
2020,4,9,4,0,0
2020,4,9,4,30,0
2020,4,9,5,0,0
2020,4,9,5,30,0
2020,4,9,6,0,0
2020,4,9,6,30,0
2020,4,9,7,0,31
2020,4,9,7,30,110
2020,4,9,8,0,205
2020,4,9,8,30,302
2020,4,9,9,0,395
2020,4,9,9,30,480
2020,4,9,10,0,555
2020,4,9,10,30,618
2020,4,9,11,0,668
2020,4,9,11,30,701
2020,4,9,12,0,720
2020,4,9,12,30,723
2020,4,9,13,0,708
2020,4,9,13,30,680
2020,4,9,14,0,635
2020,4,9,14,30,576
2020,4,9,15,0,505
2020,4,9,15,30,424
2020,4,9,16,0,334
2020,4,9,16,30,240
2020,4,9,17,0,145
2020,4,9,17,30,59
2020,4,9,18,0,0
2020,4,9,18,30,0
2020,4,9,19,0,0
2020,4,9,19,30,0
2020,4,9,20,0,0
2020,4,9,20,30,0
2020,4,9,21,0,0
2020,4,9,21,30,0
2020,4,9,22,0,0
2020,4,9,22,30,0
2020,4,9,23,0,0
2020,4,9,23,30,0
2020,4,10,0,0,0
2020,4,10,0,30,0
2020,4,10,1,0,0
2020,4,10,1,30,0
2020,4,10,2,0,0
2020,4,10,2,30,0
2020,4,10,3,0,0
2020,4,10,3,30,0
2020,4,10,4,0,0
2020,4,10,4,30,0
2020,4,10,5,0,0
2020,4,10,5,30,0
2020,4,10,6,0,0
2020,4,10,6,30,0
2020,4,10,7,0,27
2020,4,10,7,30,101
2020,4,10,8,0,193
2020,4,10,8,30,286
2020,4,10,9,0,378
2020,4,10,9,30,462
2020,4,10,10,0,534
2020,4,10,10,30,597
2020,4,10,11,0,645
2020,4,10,11,30,679
2020,4,10,12,0,696
2020,4,10,12,30,697
2020,4,10,13,0,676
2020,4,10,13,30,648
2020,4,10,14,0,605
2020,4,10,14,30,548
2020,4,10,15,0,483
2020,4,10,15,30,404
2020,4,10,16,0,320
2020,4,10,16,30,228
2020,4,10,17,0,137
2020,4,10,17,30,53
2020,4,10,18,0,0
2020,4,10,18,30,0
2020,4,10,19,0,0
2020,4,10,19,30,0
2020,4,10,20,0,0
2020,4,10,20,30,0
2020,4,10,21,0,0
2020,4,10,21,30,0
2020,4,10,22,0,0
2020,4,10,22,30,0
2020,4,10,23,0,0
2020,4,10,23,30,0
2020,4,11,0,0,0
2020,4,11,0,30,0
2020,4,11,1,0,0
2020,4,11,1,30,0
2020,4,11,2,0,0
2020,4,11,2,30,0
2020,4,11,3,0,0
2020,4,11,3,30,0
2020,4,11,4,0,0
2020,4,11,4,30,0
2020,4,11,5,0,0
2020,4,11,5,30,0
2020,4,11,6,0,0
2020,4,11,6,30,0
2020,4,11,7,0,22
2020,4,11,7,30,91
2020,4,11,8,0,183
2020,4,11,8,30,279
2020,4,11,9,0,372
2020,4,11,9,30,457
2020,4,11,10,0,528
2020,4,11,10,30,589
2020,4,11,11,0,642
2020,4,11,11,30,677
2020,4,11,12,0,698
2020,4,11,12,30,698
2020,4,11,13,0,680
2020,4,11,13,30,654
2020,4,11,14,0,607
2020,4,11,14,30,549
2020,4,11,15,0,480
2020,4,11,15,30,399
2020,4,11,16,0,311
2020,4,11,16,30,218
2020,4,11,17,0,127
2020,4,11,17,30,46
2020,4,11,18,0,0
2020,4,11,18,30,0
2020,4,11,19,0,0
2020,4,11,19,30,0
2020,4,11,20,0,0
2020,4,11,20,30,0
2020,4,11,21,0,0
2020,4,11,21,30,0
2020,4,11,22,0,0
2020,4,11,22,30,0
2020,4,11,23,0,0
2020,4,11,23,30,0
2020,4,12,0,0,0
2020,4,12,0,30,0
2020,4,12,1,0,0
2020,4,12,1,30,0
2020,4,12,2,0,0
2020,4,12,2,30,0
2020,4,12,3,0,0
2020,4,12,3,30,0
2020,4,12,4,0,0
2020,4,12,4,30,0
2020,4,12,5,0,0
2020,4,12,5,30,0
2020,4,12,6,0,0
2020,4,12,6,30,0
2020,4,12,7,0,24
2020,4,12,7,30,96
2020,4,12,8,0,189
2020,4,12,8,30,283
2020,4,12,9,0,375
2020,4,12,9,30,459
2020,4,12,10,0,526
2020,4,12,10,30,588
2020,4,12,11,0,639
2020,4,12,11,30,673
2020,4,12,12,0,695
2020,4,12,12,30,698
2020,4,12,13,0,685
2020,4,12,13,30,656
2020,4,12,14,0,614
2020,4,12,14,30,556
2020,4,12,15,0,487
2020,4,12,15,30,406
2020,4,12,16,0,314
2020,4,12,16,30,220
2020,4,12,17,0,128
2020,4,12,17,30,46
2020,4,12,18,0,0
2020,4,12,18,30,0
2020,4,12,19,0,0
2020,4,12,19,30,0
2020,4,12,20,0,0
2020,4,12,20,30,0
2020,4,12,21,0,0
2020,4,12,21,30,0
2020,4,12,22,0,0
2020,4,12,22,30,0
2020,4,12,23,0,0
2020,4,12,23,30,0
2020,4,13,0,0,0
2020,4,13,0,30,0
2020,4,13,1,0,0
2020,4,13,1,30,0
2020,4,13,2,0,0
2020,4,13,2,30,0
2020,4,13,3,0,0
2020,4,13,3,30,0
2020,4,13,4,0,0
2020,4,13,4,30,0
2020,4,13,5,0,0
2020,4,13,5,30,0
2020,4,13,6,0,0
2020,4,13,6,30,0
2020,4,13,7,0,23
2020,4,13,7,30,94
2020,4,13,8,0,184
2020,4,13,8,30,278
2020,4,13,9,0,368
2020,4,13,9,30,451
2020,4,13,10,0,523
2020,4,13,10,30,584
2020,4,13,11,0,634
2020,4,13,11,30,668
2020,4,13,12,0,687
2020,4,13,12,30,690
2020,4,13,13,0,680
2020,4,13,13,30,650
2020,4,13,14,0,606
2020,4,13,14,30,549
2020,4,13,15,0,479
2020,4,13,15,30,399
2020,4,13,16,0,312
2020,4,13,16,30,219
2020,4,13,17,0,126
2020,4,13,17,30,44
2020,4,13,18,0,0
2020,4,13,18,30,0
2020,4,13,19,0,0
2020,4,13,19,30,0
2020,4,13,20,0,0
2020,4,13,20,30,0
2020,4,13,21,0,0
2020,4,13,21,30,0
2020,4,13,22,0,0
2020,4,13,22,30,0
2020,4,13,23,0,0
2020,4,13,23,30,0
2020,4,14,0,0,0
2020,4,14,0,30,0
2020,4,14,1,0,0
2020,4,14,1,30,0
2020,4,14,2,0,0
2020,4,14,2,30,0
2020,4,14,3,0,0
2020,4,14,3,30,0
2020,4,14,4,0,0
2020,4,14,4,30,0
2020,4,14,5,0,0
2020,4,14,5,30,0
2020,4,14,6,0,0
2020,4,14,6,30,0
2020,4,14,7,0,20
2020,4,14,7,30,89
2020,4,14,8,0,178
2020,4,14,8,30,269
2020,4,14,9,0,359
2020,4,14,9,30,441
2020,4,14,10,0,508
2020,4,14,10,30,568
2020,4,14,11,0,614
2020,4,14,11,30,646
2020,4,14,12,0,663
2020,4,14,12,30,666
2020,4,14,13,0,657
2020,4,14,13,30,628
2020,4,14,14,0,584
2020,4,14,14,30,528
2020,4,14,15,0,459
2020,4,14,15,30,381
2020,4,14,16,0,293
2020,4,14,16,30,203
2020,4,14,17,0,114
2020,4,14,17,30,38
2020,4,14,18,0,0
2020,4,14,18,30,0
2020,4,14,19,0,0
2020,4,14,19,30,0
2020,4,14,20,0,0
2020,4,14,20,30,0
2020,4,14,21,0,0
2020,4,14,21,30,0
2020,4,14,22,0,0
2020,4,14,22,30,0
2020,4,14,23,0,0
2020,4,14,23,30,0
2020,4,15,0,0,0
2020,4,15,0,30,0
2020,4,15,1,0,0
2020,4,15,1,30,0
2020,4,15,2,0,0
2020,4,15,2,30,0
2020,4,15,3,0,0
2020,4,15,3,30,0
2020,4,15,4,0,0
2020,4,15,4,30,0
2020,4,15,5,0,0
2020,4,15,5,30,0
2020,4,15,6,0,0
2020,4,15,6,30,0
2020,4,15,7,0,20
2020,4,15,7,30,90
2020,4,15,8,0,178
2020,4,15,8,30,270
2020,4,15,9,0,359
2020,4,15,9,30,441
2020,4,15,10,0,514
2020,4,15,10,30,575
2020,4,15,11,0,621
2020,4,15,11,30,654
2020,4,15,12,0,670
2020,4,15,12,30,673
2020,4,15,13,0,657
2020,4,15,13,30,628
2020,4,15,14,0,585
2020,4,15,14,30,528
2020,4,15,15,0,460
2020,4,15,15,30,382
2020,4,15,16,0,296
2020,4,15,16,30,205
2020,4,15,17,0,115
2020,4,15,17,30,37
2020,4,15,18,0,0
2020,4,15,18,30,0
2020,4,15,19,0,0
2020,4,15,19,30,0
2020,4,15,20,0,0
2020,4,15,20,30,0
2020,4,15,21,0,0
2020,4,15,21,30,0
2020,4,15,22,0,0
2020,4,15,22,30,0
2020,4,15,23,0,0
2020,4,15,23,30,0
2020,4,16,0,0,0
2020,4,16,0,30,0
2020,4,16,1,0,0
2020,4,16,1,30,0
2020,4,16,2,0,0
2020,4,16,2,30,0
2020,4,16,3,0,0
2020,4,16,3,30,0
2020,4,16,4,0,0
2020,4,16,4,30,0
2020,4,16,5,0,0
2020,4,16,5,30,0
2020,4,16,6,0,0
2020,4,16,6,30,0
2020,4,16,7,0,17
2020,4,16,7,30,83
2020,4,16,8,0,168
2020,4,16,8,30,258
2020,4,16,9,0,344
2020,4,16,9,30,425
2020,4,16,10,0,496
2020,4,16,10,30,559
2020,4,16,11,0,613
2020,4,16,11,30,647
2020,4,16,12,0,670
2020,4,16,12,30,673
2020,4,16,13,0,660
2020,4,16,13,30,629
2020,4,16,14,0,582
2020,4,16,14,30,525
2020,4,16,15,0,452
2020,4,16,15,30,373
2020,4,16,16,0,285
2020,4,16,16,30,194
2020,4,16,17,0,108
2020,4,16,17,30,33
2020,4,16,18,0,0
2020,4,16,18,30,0
2020,4,16,19,0,0
2020,4,16,19,30,0
2020,4,16,20,0,0
2020,4,16,20,30,0
2020,4,16,21,0,0
2020,4,16,21,30,0
2020,4,16,22,0,0
2020,4,16,22,30,0
2020,4,16,23,0,0
2020,4,16,23,30,0
2020,4,17,0,0,0
2020,4,17,0,30,0
2020,4,17,1,0,0
2020,4,17,1,30,0
2020,4,17,2,0,0
2020,4,17,2,30,0
2020,4,17,3,0,0
2020,4,17,3,30,0
2020,4,17,4,0,0
2020,4,17,4,30,0
2020,4,17,5,0,0
2020,4,17,5,30,0
2020,4,17,6,0,0
2020,4,17,6,30,0
2020,4,17,7,0,16
2020,4,17,7,30,81
2020,4,17,8,0,166
2020,4,17,8,30,257
2020,4,17,9,0,346
2020,4,17,9,30,428
2020,4,17,10,0,497
2020,4,17,10,30,558
2020,4,17,11,0,604
2020,4,17,11,30,637
2020,4,17,12,0,657
2020,4,17,12,30,659
2020,4,17,13,0,645
2020,4,17,13,30,616
2020,4,17,14,0,575
2020,4,17,14,30,517
2020,4,17,15,0,450
2020,4,17,15,30,370
2020,4,17,16,0,285
2020,4,17,16,30,194
2020,4,17,17,0,104
2020,4,17,17,30,30
2020,4,17,18,0,0
2020,4,17,18,30,0
2020,4,17,19,0,0
2020,4,17,19,30,0
2020,4,17,20,0,0
2020,4,17,20,30,0
2020,4,17,21,0,0
2020,4,17,21,30,0
2020,4,17,22,0,0
2020,4,17,22,30,0
2020,4,17,23,0,0
2020,4,17,23,30,0
2020,4,18,0,0,0
2020,4,18,0,30,0
2020,4,18,1,0,0
2020,4,18,1,30,0
2020,4,18,2,0,0
2020,4,18,2,30,0
2020,4,18,3,0,0
2020,4,18,3,30,0
2020,4,18,4,0,0
2020,4,18,4,30,0
2020,4,18,5,0,0
2020,4,18,5,30,0
2020,4,18,6,0,0
2020,4,18,6,30,0
2020,4,18,7,0,14
2020,4,18,7,30,76
2020,4,18,8,0,162
2020,4,18,8,30,252
2020,4,18,9,0,341
2020,4,18,9,30,422
2020,4,18,10,0,494
2020,4,18,10,30,554
2020,4,18,11,0,602
2020,4,18,11,30,635
2020,4,18,12,0,654
2020,4,18,12,30,656
2020,4,18,13,0,640
2020,4,18,13,30,611
2020,4,18,14,0,569
2020,4,18,14,30,512
2020,4,18,15,0,445
2020,4,18,15,30,366
2020,4,18,16,0,280
2020,4,18,16,30,190
2020,4,18,17,0,101
2020,4,18,17,30,28
2020,4,18,18,0,0
2020,4,18,18,30,0
2020,4,18,19,0,0
2020,4,18,19,30,0
2020,4,18,20,0,0
2020,4,18,20,30,0
2020,4,18,21,0,0
2020,4,18,21,30,0
2020,4,18,22,0,0
2020,4,18,22,30,0
2020,4,18,23,0,0
2020,4,18,23,30,0
2020,4,19,0,0,0
2020,4,19,0,30,0
2020,4,19,1,0,0
2020,4,19,1,30,0
2020,4,19,2,0,0
2020,4,19,2,30,0
2020,4,19,3,0,0
2020,4,19,3,30,0
2020,4,19,4,0,0
2020,4,19,4,30,0
2020,4,19,5,0,0
2020,4,19,5,30,0
2020,4,19,6,0,0
2020,4,19,6,30,0
2020,4,19,7,0,16
2020,4,19,7,30,83
2020,4,19,8,0,173
2020,4,19,8,30,266
2020,4,19,9,0,358
2020,4,19,9,30,441
2020,4,19,10,0,509
2020,4,19,10,30,570
2020,4,19,11,0,618
2020,4,19,11,30,649
2020,4,19,12,0,667
2020,4,19,12,30,669
2020,4,19,13,0,653
2020,4,19,13,30,623
2020,4,19,14,0,577
2020,4,19,14,30,519
2020,4,19,15,0,447
2020,4,19,15,30,368
2020,4,19,16,0,278
2020,4,19,16,30,187
2020,4,19,17,0,99
2020,4,19,17,30,26
2020,4,19,18,0,0
2020,4,19,18,30,0
2020,4,19,19,0,0
2020,4,19,19,30,0
2020,4,19,20,0,0
2020,4,19,20,30,0
2020,4,19,21,0,0
2020,4,19,21,30,0
2020,4,19,22,0,0
2020,4,19,22,30,0
2020,4,19,23,0,0
2020,4,19,23,30,0
2020,4,20,0,0,0
2020,4,20,0,30,0
2020,4,20,1,0,0
2020,4,20,1,30,0
2020,4,20,2,0,0
2020,4,20,2,30,0
2020,4,20,3,0,0
2020,4,20,3,30,0
2020,4,20,4,0,0
2020,4,20,4,30,0
2020,4,20,5,0,0
2020,4,20,5,30,0
2020,4,20,6,0,0
2020,4,20,6,30,0
2020,4,20,7,0,13
2020,4,20,7,30,75
2020,4,20,8,0,161
2020,4,20,8,30,251
2020,4,20,9,0,339
2020,4,20,9,30,420
2020,4,20,10,0,491
2020,4,20,10,30,549
2020,4,20,11,0,594
2020,4,20,11,30,627
2020,4,20,12,0,643
2020,4,20,12,30,649
2020,4,20,13,0,633
2020,4,20,13,30,608
2020,4,20,14,0,568
2020,4,20,14,30,512
2020,4,20,15,0,446
2020,4,20,15,30,365
2020,4,20,16,0,280
2020,4,20,16,30,188
2020,4,20,17,0,98
2020,4,20,17,30,25
2020,4,20,18,0,0
2020,4,20,18,30,0
2020,4,20,19,0,0
2020,4,20,19,30,0
2020,4,20,20,0,0
2020,4,20,20,30,0
2020,4,20,21,0,0
2020,4,20,21,30,0
2020,4,20,22,0,0
2020,4,20,22,30,0
2020,4,20,23,0,0
2020,4,20,23,30,0
2020,4,21,0,0,0
2020,4,21,0,30,0
2020,4,21,1,0,0
2020,4,21,1,30,0
2020,4,21,2,0,0
2020,4,21,2,30,0
2020,4,21,3,0,0
2020,4,21,3,30,0
2020,4,21,4,0,0
2020,4,21,4,30,0
2020,4,21,5,0,0
2020,4,21,5,30,0
2020,4,21,6,0,0
2020,4,21,6,30,0
2020,4,21,7,0,12
2020,4,21,7,30,74
2020,4,21,8,0,160
2020,4,21,8,30,251
2020,4,21,9,0,340
2020,4,21,9,30,421
2020,4,21,10,0,491
2020,4,21,10,30,551
2020,4,21,11,0,596
2020,4,21,11,30,629
2020,4,21,12,0,646
2020,4,21,12,30,648
2020,4,21,13,0,633
2020,4,21,13,30,602
2020,4,21,14,0,557
2020,4,21,14,30,499
2020,4,21,15,0,429
2020,4,21,15,30,350
2020,4,21,16,0,266
2020,4,21,16,30,175
2020,4,21,17,0,90
2020,4,21,17,30,21
2020,4,21,18,0,0
2020,4,21,18,30,0
2020,4,21,19,0,0
2020,4,21,19,30,0
2020,4,21,20,0,0
2020,4,21,20,30,0
2020,4,21,21,0,0
2020,4,21,21,30,0
2020,4,21,22,0,0
2020,4,21,22,30,0
2020,4,21,23,0,0
2020,4,21,23,30,0
2020,4,22,0,0,0
2020,4,22,0,30,0
2020,4,22,1,0,0
2020,4,22,1,30,0
2020,4,22,2,0,0
2020,4,22,2,30,0
2020,4,22,3,0,0
2020,4,22,3,30,0
2020,4,22,4,0,0
2020,4,22,4,30,0
2020,4,22,5,0,0
2020,4,22,5,30,0
2020,4,22,6,0,0
2020,4,22,6,30,0
2020,4,22,7,0,0
2020,4,22,7,30,75
2020,4,22,8,0,161
2020,4,22,8,30,253
2020,4,22,9,0,338
2020,4,22,9,30,420
2020,4,22,10,0,486
2020,4,22,10,30,548
2020,4,22,11,0,595
2020,4,22,11,30,628
2020,4,22,12,0,646
2020,4,22,12,30,650
2020,4,22,13,0,639
2020,4,22,13,30,610
2020,4,22,14,0,565
2020,4,22,14,30,508
2020,4,22,15,0,437
2020,4,22,15,30,357
2020,4,22,16,0,267
2020,4,22,16,30,176
2020,4,22,17,0,89
2020,4,22,17,30,20
2020,4,22,18,0,0
2020,4,22,18,30,0
2020,4,22,19,0,0
2020,4,22,19,30,0
2020,4,22,20,0,0
2020,4,22,20,30,0
2020,4,22,21,0,0
2020,4,22,21,30,0
2020,4,22,22,0,0
2020,4,22,22,30,0
2020,4,22,23,0,0
2020,4,22,23,30,0
2020,4,23,0,0,0
2020,4,23,0,30,0
2020,4,23,1,0,0
2020,4,23,1,30,0
2020,4,23,2,0,0
2020,4,23,2,30,0
2020,4,23,3,0,0
2020,4,23,3,30,0
2020,4,23,4,0,0
2020,4,23,4,30,0
2020,4,23,5,0,0
2020,4,23,5,30,0
2020,4,23,6,0,0
2020,4,23,6,30,0
2020,4,23,7,0,0
2020,4,23,7,30,67
2020,4,23,8,0,149
2020,4,23,8,30,238
2020,4,23,9,0,323
2020,4,23,9,30,404
2020,4,23,10,0,462
2020,4,23,10,30,521
2020,4,23,11,0,567
2020,4,23,11,30,596
2020,4,23,12,0,613
2020,4,23,12,30,615
2020,4,23,13,0,597
2020,4,23,13,30,566
2020,4,23,14,0,528
2020,4,23,14,30,471
2020,4,23,15,0,407
2020,4,23,15,30,330
2020,4,23,16,0,246
2020,4,23,16,30,159
2020,4,23,17,0,76
2020,4,23,17,30,15
2020,4,23,18,0,0
2020,4,23,18,30,0
2020,4,23,19,0,0
2020,4,23,19,30,0
2020,4,23,20,0,0
2020,4,23,20,30,0
2020,4,23,21,0,0
2020,4,23,21,30,0
2020,4,23,22,0,0
2020,4,23,22,30,0
2020,4,23,23,0,0
2020,4,23,23,30,0
2020,4,24,0,0,0
2020,4,24,0,30,0
2020,4,24,1,0,0
2020,4,24,1,30,0
2020,4,24,2,0,0
2020,4,24,2,30,0
2020,4,24,3,0,0
2020,4,24,3,30,0
2020,4,24,4,0,0
2020,4,24,4,30,0
2020,4,24,5,0,0
2020,4,24,5,30,0
2020,4,24,6,0,0
2020,4,24,6,30,0
